CID,smiles
10158653,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NCC4=CC=C(C=C4)OC
11057468,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)C(=O)O
52946727,COCCN1C(=C(N=C1SC)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NC(=O)CC(F)(F)F
11290221,C1=CC2=C(C=CC(=N2)C3=C(N=C(S3)N)C4=CC=C(C=C4)F)N=C1
5327893,CC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
44394686,C1=CC(=CC=C1C2=C(NNC2=O)C3=CC=NC=C3)F
10598040,C1COCCN1CCCN2C=NC(=C2C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)Cl
44272038,CC(C)(C)C1=CC(=C(S1)C(=O)OC)NC(=O)NC2=C(C(=CC=C2)Cl)Cl
44304740,CC(C)(C)C1=NOC(=C1)NC(=O)NC2=CC=C(C=C2)C(F)(F)F
23647186,CC(N1CCCC1)N2C3=C(C(=C2C4=CC=NC=C4)C5=CC=C(C=C5)F)N=CC=C3
44404438,CCCNC1=NC=CC(=N1)C2=C(N=C3N2C(CC3)COCC4=CC=C(C=C4)OC)C5=CC=C(C=C5)F
24884503,CN(C)CC1=CC=C(C=C1)C2=C3N=CC=C(N3N=C2)C4=CC(=CC=C4)NC(=O)C5=CC(=CC=C5)C(F)(F)F
10914642,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=NC=C2)C3=CC=CC=C3
25107839,C1=CC(=CC=C1C2=C(NC(=N2)SCCCO)C3=CC=NC=C3)F
18536624,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)C(F)(F)F)C5=CC=C(C=C5)F
44568682,CCSC1=NC(=C(N1)C2=CC=C(C=C2)F)C3=CC(=NC=C3)F
11568398,C1CN(CCC1C2=NN=C3N2C=C(C=C3)SC4=C(C=C(C=C4)F)F)C(=O)CO.Cl
45488148,C1CC(CCC1NC2=NC=CC(=C2)C3=NC4=CC=CC=C4N=C3C5=CC=C(C=C5)F)O
44568262,COCCN1C(=C(N=C1SC)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NC4CCCCC4O
49862446,CC(=O)NCC(=O)N(C)CC1=CC(=CC=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC=C3
44372888,C1=CC=C(C=C1)C2=C(NC(=C2)C3=CC=C(C=C3)Cl)C4=CC=NC=C4
22594084,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC=C2)N3CCOCC3)NC4=NC=NC=C4
44395209,CN(C)C1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=NC4=CC(=C(C=C43)OC)OC
46882406,CC1=CC(=C(C(=O)N1C2=CC=NC=C2)Br)OCC3=C(C=C(C=C3)F)F
11545778,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=C(C=C4)C
15407872,C1=CC(=CC=C1C#N)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
10762497,C1COCCN1CCCN2C=NC(=C2C3=CC=NC=C3)C4=CC(=CC=C4)Cl
9967476,CC(C)(C)C1=CC(=C(O1)C(=O)OC)NC(=O)NC2=CC=C(C=C2)F
44269241,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC(=CC(=C4)F)F)C5=CC=C(C=C5)F
46884697,C1CN(CCC1C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4)C5CCOCC5
11315961,CC(=O)NC1=NC=CC(=C1)C2=C(N=C(N2CCCOC)SC)C3=CC=C(C=C3)F
46226941,C1=CC(=CC=C1C2=NN=C3N2C=C(C=C3)SC4=C(C=C(C=C4)F)F)C(=O)N.Cl
44593407,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C(=O)NC3=CN=CC=C3
44319495,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)Cl)C5=CC=NC=C5
44304767,CC(C)(C)C1=NOC(=C1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl
44578535,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCCCN(C)C
44568221,COCCN1C(=C(N=C1SC)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NCC4CCCCC4O
44578403,CCCC(=O)NC1=CC(=C(C=C1)C)C2=CC=C(C=C2)C(=O)NCC3CC3
24823898,CCC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=CN=C(N=C4)NC5=CC=C(C=C5)N6CCN(CC6)C
49862495,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC=C2)C3=CC=CC(=C3)CNC(=O)CN4C=CN=C4
44352101,C1C2=C(C=CC(=N2)SC3=CC=C(C=C3)F)N(C(=O)N1)C4=C(C=C(C=C4Cl)C(F)(F)F)Cl
11102559,CSC1=NC(=C(N1)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NCC4=CC(=C(C=C4)Cl)Cl
24755455,CCCNC(=O)C1=CN2C(=C1C)C(=NC=N2)NC3=C(C=CC(=C3)NC(=O)C)C
44395151,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC
24906109,CC(C(C)(C)C)NC1=NC=CC(=C1)C2=C(NC(=N2)SC)C3=CC=C(C=C3)F
22464162,C1COCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F
11718141,C1CCC(C1)(CCC2=CC(=CC=C2)C(=O)C3=C(N(N=C3)C4=CC=C(C=C4)F)N)O
9846740,CN(C)C1=CC=CC(=C1)C(=O)NC2=CC(=C(C=C2)Cl)NC(=O)C3=CC(=C(C=C3)OC)OC
45486286,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC(=C3)NC4=CC=NC5=CC=CC=C54
44421276,CC1=C(C=C(C=C1)C(=O)N)NC2=NC(=NC(=N2)NCCC3=CC=C(C=C3)F)NC4CCNC4
52948100,CCCNC1=NC=C(S1)C2=NC(=NC(=C2)C3=CC=CC=C3F)N
44568360,COC1=NC=CC(=N1)C2=C(N=CN2CC3=CC(=CC=C3)C(=O)N)C4=CC=C(C=C4)F
10029735,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)I
52942573,CC(C)NC1=NC=C(S1)C2=NC(=NC=C2)C3=CC=CC=C3Cl
46938398,CCNC(=O)C1=CN2C(=C1C)C(=NC=N2)NC3=C(C=CC(=C3)C(=O)NC4CCC4)C
10874313,CCNC1=NC=CC(=C1)C2=C(N=C(N2C3CC(NC(C3)(C)C)(C)C)SC)C4=CC=C(C=C4)F
44269247,C1COCCN1CCCN2C=NC(=C2C3=NC=NC=C3)C4=CC=C(C=C4)F
2807754,CC(C)(C)C1=CC(=C(S1)C(=O)OC)NC(=O)NC2=CC=C(C=C2)Cl
10155254,C1=CC(=CC=C1C2=NN3C=C(C=CC3=C2C4=CC=NC=C4)C(F)(F)F)F
49862006,CC(C)(C)C1=CC(=C(C(=C1)NS(=O)(=O)C)OC)NC(=O)C(=NO)C2=CC=C(C3=CC=CC=C32)OCCN4CCOCC4
45488149,CC1=CC2=C(C=C1C)N=C(C(=N2)C3=CC=C(C=C3)F)C4=CC(=NC=C4)NC(C)C
10546780,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)C(F)(F)F
22953665,C1CN(CC2=CC=CC=C21)C3=NNC(=C3C4=CC=NC=C4)C5=CC=C(C=C5)Cl
6467399,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)F
46919122,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
44269269,CC(C)NC(=O)C1=CC(=CC=C1)OC2=NC=CC(=N2)C3=C(N=CN3C4CCNCC4)C5=CC=C(C=C5)F
46886502,CCN(C1=NC(=NC=C1)NC(C)C2=CC=CC=C2)C(=O)C3=CSC4=CC=CC=C43
44578459,CC1=C(C=C(C=C1)NC(=O)C2=CC=CS2)C3=CC=C(C=C3)C(=O)NCC4CC4
5327897,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)O
44402086,C1CN(C(CN1C2=NN=C(C(=C2)C3=CC=NC=C3)C4=CC=CC5=CC=CC=C54)CC6=CC=CC=C6)C(=O)CO
23647185,CC(N1CCOCC1)N2C3=C(C(=C2C4=CC=NC=C4)C5=CC=C(C=C5)F)N=CC=C3
49862493,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC=C2)C3=CC=CC(=C3)CNC(=O)CN4CCOC4=O
25107840,C1=CC(=CC=C1C2=C(NC(=N2)SCCO)C3=CC=NC=C3)F
46884695,CC(C)(CO)N1CCC(CC1)C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4
46232540,CC1CN(C(CN1C(=O)C2=C(C=C3C(=C2)C(=CN3C)C(=O)C(=O)N(C)C)Cl)C)C(C#N)C4=CC=C(C=C4)F
44286459,CC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=NN3C)C(C)(C)C
25129831,C1CC1NC(=O)C2=CC=CC(=C2)C3=CC4=CN=NC(=C4C=C3)N5CCOCC5
44560640,CC1=C(C=C(C=C1)C(=O)NCCC2CCCCC2)C(=O)NC3=CN=C(C=C3)N
46226946,COC(=O)C1=CC=CC(=C1)C2=NN=C3N2C=C(C=C3)SC4=C(C=C(C=C4)F)F.Cl
11755212,C1CC(=O)N(N=C1C2=C(N=C3N2C=CC=C3)C4=C(C=C(C=C4)F)Cl)C5=C(C=CC=C5Cl)Cl
46882469,CC1=CC(=C(C(=O)N1C2=CN=C(N=C2)C)Br)OCC3=C(C=C(C=C3)F)F
46886481,CCN(C1=NC(=NC=C1)NC(C)C2=CC=CC=C2)C(=O)C3=CC4=C(CCCC4)C=C3
44372406,C1CCC(CC1)C2=CC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
11689340,C1=CC(=CC(=C1)C(=O)C2=C(N(N=C2)C3=C(C=C(C=C3)F)F)N)C4=CN=CC=C4
9907874,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)CCC#N
44319442,C1=CC(=CC=C1C2=C(NC(=N2)C3=CC=C(O3)Br)C4=CC=NC=C4)F
11270757,CC1=CC(=C(C(=O)N1CC2=CC=C(C=C2)C#N)Br)OCC3=C(C=C(C=C3)F)F
21036711,C1CC(CN(C1)C2=NNC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)Cl)O
46882355,CC1=CC(=C(C(=O)N1CC2=CC(=CC=C2)C(=O)C=NC)Br)OCC3=C(C=C(C=C3)F)F
22063896,CC1=CC(=CC=C1)C2=C(NC(=N2)C3=CN=CC=C3)C4=CC5=C(C=C4)N(C(=O)N5C)C
23581414,CN1C2=C(C=C(C=C2)C3=C(NN=C3)C4=CC=CC=C4)N(C1=O)C
44341121,C1=CC(=CC=C1C2=C(C3=C(N2)C=C(C=C3)N)C4=CC=NC=C4)F
44341178,COC1=NC2=C(C=C1)C(=C(N2)C3=CC=C(C=C3)F)C4=CC=NC=C4
44286514,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)CCC(=O)O)C
44351990,C1C2=C(C=CC(=N2)SC3=C(C=C(C=C3)F)N)N(C(=O)N1)C4=C(C=CC=C4Cl)Cl
11070656,C1=CC=C(C=C1)CNC2=NC=CC(=C2)C3=C(NC(=N3)SCC4=CC=CC=C4)C5=CC=C(C=C5)F
45102725,C#CN1C(=NC(=C1C2=CC=NC=C2)C3=CC=C(C=C3)F)C#CCCO
11842848,CC1=C(C(=CC=C1)C)OC(=O)N(CC2=C(C=CC(=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C
23581376,CCN1C2=C(C=C(C=C2)C3=C(NN=C3)C4=CC=CC=C4)N(C1=O)CC
44408670,C1COCCC1C(=O)NC2=NC=CC(=C2)C3=CC(=NC=C3)NC4=CC=C(C=C4)F
24968594,CC(C)(C)C1=CC(=C(C(=C1)NC(=O)C(=O)C2=CC=C(C3=CC=CC=C32)C4=CN=C(C=C4)F)OC)C#N
24824046,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=CN=C3
24906013,CC(C1=CC=CC=C1)NC2=NC=CC(=C2)C3=C(N=C(N3)SC)C4=CC(=CC=C4)C(F)(F)F
23647334,CCCNC1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=CC=C(C=C4)F
9844883,CS(=O)(=O)N1CCC(CC1)C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4
44426997,CN1C=C(C2=CC(=C(C=C21)Cl)C(=O)N3CCC4=C(C3)N=CN=C4C5=C(C=C(C=C5)F)F)C(=O)C(=O)N(C)C
46886505,CCN(C1=NC(=NC=C1)NC(C)C2=CC=CC=C2)C(=O)C3=CC=CC=C3
24905812,CSC1=NC(=C(N1)C2=CC(=NC=C2)NCC3=CC=CO3)C4=CC(=CC=C4)C(F)(F)F
44568298,COC1=CC=C(C=C1)CNC2=NC=CC(=N2)C3=C(N=CN3CC4=CC(=CC=C4)C#N)C5=CC=C(C=C5)F
19072347,C1=CC(=CC=C1C2=CC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)N
10087844,CSCCCN1C=NC(=C1C2=CC=NC=C2)C3=CC=C(C=C3)F
44286458,CC(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=NN3C)C(C)(C)C
24906063,CSC1=NC(=C(N1)C2=CC(=NC=C2)NCC3=CC=CS3)C4=CC(=CC=C4)C(F)(F)F
52946979,CC(=O)NC1=NC=CC(=C1)C2=C(N=C(N2C3CCC(CC3)O)SC)C4=CC=C(C=C4)F
52946743,CN1C(=C(N=C1SC)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NC(=O)C=CC4=C(C=C(C=C4)OC)OC
44372701,C1=CC(=CC=C1C2=CC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)Br)Cl
45487959,CC(C)(C)OC(=O)NCCC(=O)NC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
46930631,CN1C2=C(N=NC=C2C=C(C1=O)N(C)C3=CC=C(C=C3)F)C4=C(C=C(C=C4)F)F
10225532,COC1=CC=C(C=C1)COCC2CCC3=NC(=C(N23)C4=NC(=NC=C4)N)C5=CC=C(C=C5)F
46226947,CNC(=O)C1=CC=C(C=C1)C2=NN=C3N2C=C(C=C3)SC4=C(C=C(C=C4)F)F.Cl
24905909,CC(CO)NC1=NC=CC(=C1)C2=C(N=C(N2CCOC)SC)C3=CC=C(C=C3)F
21867330,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)CN5C(=O)NN(C5=O)C
44286314,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)N)C
15547878,CC(C)C1=NOC(=C1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl
4163701,CC(C)(C)C1=CC(=C(S1)C(=O)OC)NC(=O)NC2=CC=CC=C2
10572721,CSC1=CC=CC(=C1)C2=C(N(C=N2)CCCN3CCOCC3)C4=CC=NC=C4
9951380,CCCCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC(=NN2C)C(C)(C)C
44462687,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC(=C3)NC4=C5C=C(C=CC5=NC=C4)N
10640817,COC(=O)CCCN1C=NC(=C1C2=CC=NC=C2)C3=CC=C(C=C3)F
23581428,CN1C2=C(C=C(C=C2)C3=C(NC=N3)C4=CC=CC=C4)N(C1=O)C
44580450,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=C(C=C3)NC(=NC4=O)N
44580580,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC=C2)N3CCCC3)C4=CC5=C(C=C4)NC(=O)C=C5
12113733,C1=CC=C(C=C1)C2=C(OC=N2)C3=CN4C(=NN=C4C5=CC=NO5)C=C3
24905760,CSC1=NC(=C(N1)C2=CC(=NC=C2)NCC3=CC=CC=C3)C4=CC(=CC=C4)C(F)(F)F
10066912,CC(C)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
10380809,C1CC1C2=C(C(=NN2)C3=CC=CC=N3)C4=CC=NC5=CC=CC=C45
44394843,CC(COC)NC1=NC=CC(=N1)C2=NN3CCOC3=C2C4=CC=C(C=C4)F
9879492,CC1=CC=CN2C1=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4
24901423,CC(C)C1=C(C(=NO1)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NC(=O)C
44319276,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC(=C(N3)C4=CC=NC=C4)C5=CC=C(C=C5)F
44340852,COC1=CC2=C(C=C1)C(=C(N2)C3=CC(=CC=C3)F)C4=CC=NC=C4
44286342,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=C(C=C2)OC3=CC=C(C=C3)N)C
11844350,CC1=C(C(=CC=C1)C)OC(=O)N(C2=CC=C(C=C2)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C
15872390,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)OCC5=CC=CC=C5)C6=CC=C(C=C6)F
46886218,CC(COC)NC1=NC=CC(=N1)N(CC2CCNCC2)C(=O)C3=CC4=C(C=C3)OCC4
24905809,CSC1=NC(=C(N1)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NCC4=CC5=CC=CC=C5S4
52947055,CCCNC1=NC=C(S1)C2=NC(=NC=C2)C3=CC=CC=N3
11463583,CCN(C1=CC(=NC=C1)NC(C)C2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4C=C3
46886532,CCN(C1=NC(=NC=C1)NC(C)C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)Cl
44269212,CN(C)C(=O)C1=CC(=CC=C1)OC2=NC=CC(=N2)C3=C(N=CN3C4CCNCC4)C5=CC=C(C=C5)F
22291071,CCOCCOC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)NC(=O)C3=CC(=CC=C3)N(C)C)C
9864447,C1=CC(=CC(=C1)C(=O)C2=C(N(N=C2)C3=C(C=C(C=C3)F)F)N)C4=CC=NC=C4
46886249,CC(CO)NC1=NC=CC(=N1)N(CCCCN)C(=O)C2=CC3=C(C=C2)OCC3
44269265,COC1=NC=CC(=N1)C2=C(N=CN2CCCN3CCOCC3)C4=CC=C(C=C4)F
25257470,C1CC2=C(C=CC=N2)C(=O)C3=C1C=C(C=C3)NC4=CC=CC=C4N
44290243,CCOCN1C(=C(N=N1)C2=CC=NC=C2)C3=CC=C(C=C3)F
9795944,C1=CC=C(C=C1)C2=C(N3C=CC(=NC3=N2)N)C4=NC=NC=C4
10134561,COCCCNC1=NC=CC(=N1)C2=C(C(=O)N3N2CCC3)C4=CC=C(C=C4)F
10133915,COC(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
10711296,COC1=CC=C(C=C1)C2=C(NC(=N2)C3=CC=CC=C3)C4=CC=NC=C4
11962713,C1C2=CC=CC=C2C(=O)C3=C(O1)C=C(C=C3)NC4=CC=CC=C4N
44339273,CSC1=NC(=C(N1)C2=CC=C(C=C2)F)C3=CC(=NC=C3)F
22965709,C1=CC=C(C=C1)CNC2=NC3=C(C=C2)C(=C(N3)C4=CC=C(C=C4)F)C5=CC=NC=C5
9910722,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)F)C5=CC=C(C=C5)F
44395031,CCN(CC)CCCNC1=CC(=NC=N1)NC2=C(C=CC(=C2)NC(=O)C3=CC(=NC=C3)N4CCOCC4)C
52943308,CC(=O)NC1=NC=CC(=C1)C2=C(N=C(N2CC(=O)N3CCOCC3)SC)C4=CC=C(C=C4)F
25257471,C1CC2=C(C=CC=N2)C(=O)C3=C1C=C(C=C3)NC4=C(C=C(C=C4)F)F
16086093,CC1=C(C=C(C=C1)NC2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=CC5=CN=C(N=C5C=C4)NC
10162609,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NCC4=CC=C(C=C4)NS(=O)(=O)C
25093464,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)NS(=O)(=O)C
10134322,CC(C)(C)C1=CC(=C(N1C)C(=O)OC)NC(=O)NC2=CC=CC3=CC=CC=C32
11132251,CC(C)(COC)C1=NN(C(=C1)NC(=O)NC2=CC=CC=C2)C3=CC=CC=C3
44578533,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCCCO
10095463,CC(=O)NC1=CC=CC(=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
44408641,C1COCCC1C(=O)NC2=NC=CC(=C2)C3=CC(=NC=C3)NC4=CC=CC=C4
9800984,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)CC(=O)NC
44421263,CC1=C(C=C(C=C1)C(=O)N)NC2=NC(=NC(=N2)N(C)CC3CCCCC3)NC4CCNC4
49862707,CC(C)(C)C1=CC(=CC=C1)NC(=O)C(=O)C2=CC=C(C3=CC=CC=C32)OCCN4CCOCC4
11385711,C1=CC(=C(C=C1F)F)COC2=C(C(=O)N(N=C2)C3=C(C=NC=C3Cl)Cl)Br
44319474,C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)Cl)C5=CC=NC=C5
22050440,CC1=CC(=C(C(=O)N1CC2=CC(=CC=C2)C(=O)N(C)C)Br)OCC3=C(C=C(C=C3)F)F
11375263,CC(C)(C)C1=CC(=C(C=C1)OC)NC(=O)C(=O)C2=CC=C(C3=CC=CC=C32)OCCN4CCOCC4
10040459,CC1=NC(=CC=C1)C2=NNC(=C2C3=CC=NC4=CC=CC=C34)C
9950128,CC1=CC=C(C=C1)NC(=O)NC2=C(SC(=C2)C(C)(C)C)C(=O)OC
24905761,CSC1=NC(=C(N1)C2=CC(=NC=C2)NC3CCCC4=CC=CC=C34)C5=CC(=CC=C5)C(F)(F)F
46226958,C1=CC(=CC(=C1)C(=O)N)C2=NN=C3N2C=C(C=C3)SC4=C(C=C(C=C4)F)F.Cl
11674063,CCC1=NC(=C(S1)C2=CC(=NC=C2)Cl)C3=CC=CC(=C3)C
9879605,C1=CN2C(=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)C(=C1)F
11962793,C1C2=CC=CC=C2C(=O)C3=C(O1)C=C(C=C3)NC4=C(C=C(C=C4)F)F
22594077,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC=C2)N3CCOCC3)NC4=CC(=NC=N4)Cl
52948905,COCCN1C(=C(N=C1SC)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NC(=O)C4=CC=CS4
10948887,C1=CC=C(C=C1)CSC2=NC(=C(N2)C3=CC=C(C=C3)F)C4=CC(=NC=C4)F
46938614,CCNC(=O)C1=CN2C(=C1C)C(=NC=N2)NC3=C(C=CC(=C3)C(=O)NC(C)C)C
45488140,CC1=CC2=C(C=C1C)N=C(C(=N2)C3=CC=C(C=C3)F)C4=CC(=NC=C4)NC5CCC(CC5)O
45273538,CC1=C(C=C(C=C1)C(=O)NC(C)(C)C)NC2=CC(=O)N(C3=C2C=NN3C4=C(C=C(C=C4)F)F)C
10043599,CCN(CC)CCCN1C=NC(=C1C2=CC=NC=C2)C3=CC=C(C=C3)F
11431185,CC1=CC(=C(C(=O)N1CC2=CC(=CC=C2)C(=O)N)Br)OCC3=C(C=C(C=C3)F)F
23581670,CN1C2=C(C=C(C=C2)C3=C(NC(=N3)C4=CC=CS4)C5=CC=C(C=C5)F)N(C1=O)C
11012474,CN1C(=C(N=C1SC)C2=CC=C(C=C2)F)C3=CC(=NC=C3)N
44447926,CCCNC1=NC2=C(S1)C(=O)N(C2)C3=C(C=CC(=C3)C(=O)NC)C
9889823,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC=C(C=C3)OCCOC
17941443,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3)C
44352052,C1C2=C(C=CC(=N2)SC3=CC=CC=C3)N(C(=O)N1)C4=C(C=CC=C4Cl)Cl
10177372,CC(C)C1=CC=C(C=C1)NC(=O)NC2=C(SC(=C2)C(C)(C)C)C(=O)NC
11068592,CC(C)(C)C1=NN(C(=C1)CC(=O)NC2=CC=C(C=C2)Cl)C3=CC=CC=C3
46886506,CCN(C1=NC(=NC=C1)NC(C)C2=CC=CC=C2)C(=O)C3=CC=CC=C3Cl
23581429,CN1C2=C(C=C(C=C2)C3=C(NC(=N3)C4=CC=CS4)C5=CC=CC=C5)N(C1=O)C
44421265,CC1=C(C=C(C=C1)C(=O)NCCOC)NC2=NC(=NC(=N2)N(C)CC(C)(C)C)NC3CCNC3
10179224,C1CN2C(=C(C(=O)N2C1)C3=CC=C(C=C3)F)C4=NC(=NC=C4)NCC5=CC=CC=N5
23647077,CC1=CC(=CC=C1)C2=C(C3=C(N2)N=C(C=C3)N)C4=CC5=C(C=C4)N(C(=O)N5C)C
44351974,CC1=C(C(=CC=C1)C)SC2=NC3=C(C=C2)N(C(=O)NC3)C4=C(C=CC=C4Cl)Cl
44568332,COC1=NC=CC(=N1)C2=C(N=CN2CC3=CC(=CC=C3)C#N)C4=CC=C(C=C4)F
17941464,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=C(C=C2)OCC3=CC=NC=C3)C
44304987,CC(C)(C)C1=NOC(=C1)NC(=O)NC2=CC=C(C=C2)Cl
23648271,C1CCC2CN(CCC2C1)C3=NNC(=C3C4=CC=NC=C4)C5=CC=C(C=C5)Cl
44373103,CCOC(=O)C1=CC=C(C=C1)C2=CC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
11750239,CC(C(C)(C)O)NC1=NC=CC(=N1)C2=C(C(=O)N3N2CCCC3)C4=CC=C(C=C4)F
10546528,CSC1=CC=CC(=C1)N2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F
9887720,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)CC(F)(F)F
78320408,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C3=CC=CC=C32)C(C)C4CCN(CC4)CC(F)(F)F)C)OC
66558664,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5
60937,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl
